Asset #,Asset Description,Category Description,Sub-Category Description,Status Description,Site,Building,Location,Account Description,Location Description,Manufacturer Name,Model Number,Manufacturer Serial Number,Date Accepted,Cost Basis,Warranty End Date,
68958,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666117,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68959,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14658528,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68960,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666433,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68961,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666575,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68962,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666535,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68963,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666395,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68964,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666580,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68965,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677848,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68966,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677742,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68967,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677806,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68968,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677805,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68969,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677765,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68970,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677789,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68971,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677763,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68972,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666123,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68973,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677053,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68974,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676965,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68975,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677772,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68976,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677752,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68977,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676885,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68978,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677458,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68979,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666572,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68980,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677226,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68981,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676848,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68982,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677184,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68983,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676865,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68984,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676905,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68985,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677149,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68986,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677148,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68987,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676870,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68988,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677154,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68989,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666207,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68990,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666210,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68991,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677392,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68992,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665354,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68993,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14660903,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68994,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677946,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68995,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677929,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68996,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677235,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68997,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677761,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68998,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677898,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
68999,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677135,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69000,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678010,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69001,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14658382,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69002,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677896,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69003,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666279,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69004,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665988,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69005,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666538,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69006,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665968,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69007,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666524,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69008,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666051,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69009,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14652704,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69010,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666285,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69011,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665974,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69012,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665996,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69013,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666281,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69014,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678024,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69015,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677677,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69016,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666410,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69017,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666523,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69018,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666531,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69019,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666384,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69020,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678198,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69021,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14678168,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69022,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677902,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69023,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666305,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69024,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677745,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69025,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677176,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69026,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14677212,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69027,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14665970,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69028,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666529,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69029,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14666536,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69030,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-PC Unit,Alaris Medical Systems,8015 - PCU,14676850,9-28-16 12:00 AM,2100.00,9-28-18 12:00 AM,
69032,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692280,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69033,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692262,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69034,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692348,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69035,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692352,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69036,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14691599,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69037,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692247,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69038,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692261,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69039,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692419,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69040,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692408,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69041,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692519,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69042,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14691691,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69043,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692260,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69044,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14691686,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69045,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692487,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69046,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14691865,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69047,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14691882,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69048,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14692469,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69049,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14691878,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
69050,"INFUSION PUMPS, GENERAL PURPOSE",INFUSION PUMPS,"INFUSION PUMPS, GENERAL PURPOSE",Active,MSH,MSH,MSH,Central Dispatch,MSH-LVP,Alaris Medical Systems,8100 - LVP Module,14691800,9-28-16 12:00 AM,1200.00,9-28-18 12:00 AM,
